Codigo,Nombre Producto,Stock,Categoria,Precio
91278057,Clear Type                              ,230,Put                      ,361.54
24882576,Apply Leave                             ,114,Here                     ,31.86
81803326,Computer Meeting                        ,553,Allow                    ,902.75
30657377,These Fact                              ,54,Seem                     ,592.68
43043807,Early Hotel                             ,343,Call                     ,442.97
30915005,Blue View                               ,945,Not                      ,560.04
76990650,Reality Drug                            ,472,Stop                     ,835.62
31270845,Through Adult                           ,264,Will                     ,200.43
20648337,Day Traditional                         ,386,Rather                   ,737.41
37715644,Important Size                          ,529,Long                     ,825.6
42463574,Near Walk                               ,56,I                        ,136.12
64756253,Start Herself                           ,585,Site                     ,180.25
95684638,No East                                 ,132,Through                  ,839.17
26457289,Offer Listen                            ,664,Guy                      ,131.46
48431004,Mother Share                            ,366,Make                     ,340.92
59031150,More Out                                ,619,Face                     ,430.52
77234986,Between Sea                             ,371,Still                    ,10.64
29728032,Bed Ask                                 ,251,Control                  ,187.31
71950900,Seem Raise                              ,626,Page                     ,351.95
66955040,Minute Country                          ,326,Care                     ,80.23
85700534,Player Information                      ,690,Relationship             ,268.03
21195409,There Candidate                         ,504,Hotel                    ,96.66
27091225,Good Continue                           ,859,Western                  ,244.21
11219407,Make Outside                            ,314,Our                      ,464.03
34886863,Public Right                            ,921,Design                   ,811.52
63624074,Ball Six                                ,427,Much                     ,293.13
95919347,Too Pick                                ,233,Material                 ,384.14
12739783,Trial Visit                             ,979,Score                    ,147.5
91019788,Month Feeling                           ,732,Relate                   ,51.01
55992345,Onto Establish                          ,863,Network                  ,638.02
66920091,Weight Now                              ,408,Spring                   ,105.49
63002818,This Pick                               ,473,Help                     ,587.03
30447991,Skin Base                               ,464,Policy                   ,54.89
20044081,Move Your                               ,356,Such                     ,529.72
93464725,Mother Eye                              ,182,Pay                      ,89.14
44558464,Country Challenge                       ,543,Natural                  ,446.28
19014782,Design True                             ,705,Issue                    ,524.61
55568609,Rate Learn                              ,905,Themselves               ,41.41
35592210,Include Behavior                        ,369,Visit                    ,90.82
21938089,Area Radio                              ,85,Get                      ,395.02
64989784,Star People                             ,435,Garden                   ,406.21
48891390,Else Help                               ,546,Child                    ,694.5
51552476,Apply His                               ,648,Newspaper                ,373.86
75049700,Recent Throughout                       ,921,Apply                    ,459.99
70039632,Might Difference                        ,684,Model                    ,602.1
68245509,Seat Onto                               ,257,Customer                 ,972.32
82087941,Deep Activity                           ,814,After                    ,386.14
66901284,Discussion Set                          ,703,East                     ,139.04
16454529,Carry Language                          ,33,Buy                      ,903.33
87817535,Also Opportunity                        ,131,Series                   ,173.08
10432904,Give Close                              ,82,Same                     ,697.82
20427480,Attack Require                          ,398,Deep                     ,614.34
28954616,Candidate White                         ,284,Spring                   ,672.98
59100283,Defense Simple                          ,689,From                     ,837.46
32685775,Past Compare                            ,819,Begin                    ,123.05
98466080,Artist Hard                             ,920,Change                   ,661.92
70353718,Product Law                             ,897,Wish                     ,970.76
40667895,Especially Coach                        ,729,Tell                     ,48.73
21778738,Sell Risk                               ,122,Eight                    ,725.56
49717519,National Mother                         ,720,Source                   ,814.94
78114799,Peace Enter                             ,423,Strong                   ,359.81
82502929,Natural Mouth                           ,897,Energy                   ,342.14
22690141,Customer Hear                           ,345,Guess                    ,510.53
83226510,Recognize Outside                       ,797,Item                     ,359.91
17572847,Coach Force                             ,262,Draw                     ,899.55
43563959,Accept Resource                         ,471,Run                      ,231.14
48480186,Side Task                               ,609,Both                     ,628.19
26024011,Until Fire                              ,292,Language                 ,561.26
75807487,Quality A                               ,796,Thank                    ,108.77
24698458,Arm Day                                 ,993,System                   ,674.72
53415073,Nor Than                                ,160,Store                    ,454.17
66230116,Would Worry                             ,340,Lose                     ,337.94
39899969,Southern Training                       ,876,Get                      ,961.76
48767299,Think Less                              ,340,Capital                  ,586.9
83327802,State Create                            ,29,Study                    ,916.38
51044614,Out Front                               ,897,Serve                    ,613.15
77605552,Thing Alone                             ,646,Hour                     ,344.27
85775003,Institution Dream                       ,620,Thought                  ,100.62
86768437,Could Land                              ,343,Body                     ,313.39
78529807,Bring Step                              ,37,Ahead                    ,849.58
83796742,Majority Six                            ,354,Suddenly                 ,199.08
50798001,Exactly Hotel                           ,887,Oil                      ,944.87
36352035,Knowledge Success                       ,496,Prepare                  ,571.45
90887080,Score Create                            ,262,Common                   ,58.93
89275962,Story Recently                          ,447,Reduce                   ,112.71
13103861,Another Front                           ,565,Organization             ,55.23
60259080,Action Prove                            ,300,Tough                    ,611.29
30819336,Close Often                             ,315,Water                    ,767.69
42413285,Change Lot                              ,114,Note                     ,176.07
95225344,Check Authority                         ,429,Remember                 ,490.26
75795617,Office Decision                         ,245,North                    ,971.85
51398316,Significant Billion                     ,350,Decide                   ,904.28
44372928,Success Conference                      ,502,Strong                   ,194.32
73894714,Save Nation                             ,641,Discuss                  ,897.71
22591218,Too But                                 ,739,Better                   ,461.39
29797335,Clear Act                               ,497,Law                      ,302.02
36904999,Section Job                             ,88,Guess                    ,910.62
85079454,Partner Able                            ,464,Generation               ,728.2
64967462,Appear Determine                        ,807,Training                 ,249.56
68494945,Management Data                         ,484,Small                    ,686.52
22760133,Feeling Probably                        ,270,Model                    ,63.06
85782750,Treat Market                            ,216,Left                     ,686.98
49580462,Bar Able                                ,752,Speak                    ,399.41
85476075,You Successful                          ,120,Country                  ,68.0
47864040,Change Heart                            ,352,Black                    ,479.21
85128106,About Wrong                             ,64,Top                      ,106.02
97522085,Open Often                              ,423,Grow                     ,996.36
39041234,Environmental Scene                     ,668,Behind                   ,174.12
68713608,Trouble Rate                            ,641,Tree                     ,265.35
63646959,Seek Production                         ,797,Will                     ,951.23
99714861,Interesting Include                     ,734,Road                     ,423.29
87684279,Check Total                             ,67,Effect                   ,158.05
10061381,Crime Enter                             ,94,Woman                    ,214.29
57758837,Final Board                             ,777,Worker                   ,702.82
72973222,Challenge Remain                        ,798,Establish                ,807.67
99682673,Surface Man                             ,494,Hear                     ,410.33
43872200,Hold Official                           ,988,Full                     ,137.36
36134653,Speech Hand                             ,539,Cultural                 ,658.61
56693996,Vote Store                              ,784,Admit                    ,614.4
21683138,Camera Local                            ,667,Author                   ,189.26
94570167,Democrat Subject                        ,370,Professional             ,540.75
32488994,Gun Sometimes                           ,89,Speak                    ,701.37
98241688,Care Research                           ,626,Growth                   ,67.91
73997511,Indicate Discuss                        ,592,Maybe                    ,973.26
70228603,Suffer Only                             ,988,Author                   ,899.6
92423454,Hospital Moment                         ,896,For                      ,473.55
55490837,For Woman                               ,846,Bring                    ,606.84
14935610,Kid Fall                                ,653,He                       ,459.61
83983752,Very Hundred                            ,948,Market                   ,587.43
79487957,Now Book                                ,862,Page                     ,985.19
48477026,Doctor Husband                          ,932,Executive                ,953.51
57702296,Seat Beyond                             ,909,Hour                     ,965.22
10789464,Let Small                               ,135,Event                    ,249.93
32543173,Quite Cost                              ,54,Hot                      ,78.71
83052734,Language Stock                          ,121,State                    ,24.94
23082857,Stand Evidence                          ,660,Key                      ,611.08
60944217,Raise Since                             ,586,Financial                ,580.8
56607616,Daughter True                           ,809,Choice                   ,452.51
69112274,Usually Up                              ,790,Official                 ,582.54
79673462,Hospital Wrong                          ,162,Issue                    ,169.45
47461223,Wear Mean                               ,325,Many                     ,222.93
83903851,Reality Result                          ,883,Police                   ,444.78
35606738,Letter Law                              ,765,Lot                      ,286.93
50819001,Pull Task                               ,270,Position                 ,936.74
48394143,Need Of                                 ,96,Score                    ,963.98
72387396,Region Thousand                         ,125,Rule                     ,814.22
77318860,Kid Nor                                 ,708,Season                   ,146.4
57047386,Low Citizen                             ,841,Toward                   ,101.55
13296913,Floor Check                             ,135,Model                    ,482.9
16134382,Vote Debate                             ,515,Contain                  ,616.84
96129945,Information Build                       ,489,Available                ,971.76
49898871,According Family                        ,40,Energy                   ,749.24
77647162,Such Wall                               ,936,Compare                  ,834.64
78506810,Also Range                              ,802,Painting                 ,600.35
16495314,Show Base                               ,251,Lead                     ,978.37
95310814,Election Type                           ,798,Likely                   ,651.86
61784568,Quite Our                               ,247,Ago                      ,194.65
68386825,Model Officer                           ,726,Positive                 ,891.9
25274246,New Series                              ,681,Least                    ,217.14
88847176,One Should                              ,242,Task                     ,881.95
88266886,Fight Last                              ,255,Key                      ,762.46
82809547,Before Probably                         ,67,Office                   ,595.09
89674319,Unit Stock                              ,466,Rule                     ,399.39
34420003,People Hospital                         ,176,Hold                     ,621.5
81967035,Week According                          ,34,Technology               ,963.25
16058100,Develop Clearly                         ,358,President                ,899.82
23440412,Court Young                             ,590,Leg                      ,152.66
49675891,Bank Wife                               ,702,Level                    ,233.19
25097098,Past Nature                             ,453,Set                      ,431.86
40036788,Stand Political                         ,656,Experience               ,247.81
36044371,Job Type                                ,931,Mother                   ,353.11
47751765,Better Stage                            ,355,Data                     ,572.71
50572767,Now Heavy                               ,633,Near                     ,661.86
86927410,Reality Staff                           ,447,Theory                   ,678.65
37589922,Pull Successful                         ,644,Skill                    ,14.53
39555619,Cultural Carry                          ,761,Particularly             ,121.28
78955558,Institution Each                        ,785,Pick                     ,865.92
22474342,Deal Prove                              ,406,What                     ,522.43
43961835,Language Someone                        ,32,Stage                    ,886.41
37711000,Affect Drop                             ,546,Travel                   ,68.77
18820517,Course Office                           ,268,Professional             ,232.78
35390373,Ball Opportunity                        ,722,Why                      ,451.85
92099435,Country Wind                            ,938,Support                  ,579.4
42066255,Raise Might                             ,86,With                     ,605.54
85005826,Increase Star                           ,730,Dark                     ,105.1
65248831,Like Short                              ,601,Impact                   ,727.17
70083201,Something Tend                          ,793,Feeling                  ,53.57
37020824,Role Loss                               ,866,Guess                    ,630.39
70495351,Cause Unit                              ,569,Avoid                    ,264.7
34613839,Congress Memory                         ,499,Early                    ,478.64
30202125,With End                                ,511,Keep                     ,728.07
55717533,Around Meeting                          ,747,Kind                     ,554.04
93649883,Push Street                             ,665,Itself                   ,213.5
59951970,Whose Wear                              ,861,High                     ,618.76
61232029,Task Theory                             ,474,Stock                    ,418.91
95749498,Else Never                              ,101,People                   ,890.6
74104046,Wrong Mrs                               ,116,Let                      ,460.81
80288346,Short Note                              ,940,Become                   ,819.53
37348711,Bank Future                             ,11,Over                     ,996.39
56143459,Military Guess                          ,745,Both                     ,760.31
74896324,Peace Or                                ,887,Rate                     ,261.27
41420885,Watch Seat                              ,839,Week                     ,461.45
35346862,Green Night                             ,314,Choice                   ,998.09
21935354,Management Picture                      ,956,As                       ,500.59
63716759,Music Station                           ,493,South                    ,363.29
57846107,Under Wife                              ,365,Minute                   ,738.37
65973915,Minute Stock                            ,579,Grow                     ,354.46
16804463,Part Also                               ,214,Blue                     ,77.56
69562978,Power World                             ,292,Especially               ,445.89
12535743,Movie Production                        ,660,Event                    ,671.24
98259383,Approach Think                          ,957,From                     ,353.5
91238072,Entire Any                              ,388,Sit                      ,315.55
52909755,Think By                                ,556,Drive                    ,493.65
60275823,Life Best                               ,412,Customer                 ,697.87
14180313,Sure Simple                             ,587,Break                    ,988.5
38317833,Somebody Thousand                       ,438,Hear                     ,51.03
88536454,Church Point                            ,1000,Recently                 ,964.14
45636024,Commercial Join                         ,30,But                      ,974.7
40052994,Item Teach                              ,908,Program                  ,533.87
50440633,Truth Learn                             ,814,Cultural                 ,122.69
70277238,Up But                                  ,597,Do                       ,103.71
75856957,Any Piece                               ,214,Everybody                ,321.7
60674035,Feel Music                              ,399,Everything               ,932.99
36403052,Entire Resource                         ,888,Difference               ,569.9
90481047,Modern Risk                             ,302,Simply                   ,693.57
10611060,Gas Simple                              ,779,Seem                     ,836.71
45483172,Mrs Scene                               ,79,Continue                 ,561.4
75311243,Someone Artist                          ,660,Mean                     ,867.82
30327119,Such Base                               ,772,Professional             ,47.57
77974302,Everyone Month                          ,489,Some                     ,118.82
18917567,Budget Experience                       ,125,Travel                   ,282.34
76886399,Measure Address                         ,937,Teacher                  ,391.32
65664173,Design Conference                       ,88,Finally                  ,143.75
56673258,Quite Beautiful                         ,201,Cause                    ,358.17
38360840,Scientist Although                      ,798,These                    ,517.85
66962808,Hour Near                               ,850,Simple                   ,93.02
37335177,Anyone Series                           ,911,Mother                   ,83.91
78489429,Product Necessary                       ,106,Conference               ,948.58
36973649,While Back                              ,612,Lawyer                   ,133.35
63554102,Name Memory                             ,963,Election                 ,930.2
64961453,Realize Surface                         ,355,Practice                 ,221.55
97250854,Cause Responsibility                    ,617,Drive                    ,474.95
80623250,Have Event                              ,408,Instead                  ,457.47
95363694,Family Statement                        ,206,Including                ,57.58
70827696,Top Represent                           ,109,Bag                      ,639.97
94041418,Can Heavy                               ,709,Report                   ,884.03
34963642,Anyone Sport                            ,488,Pressure                 ,975.98
75265709,Rate Write                              ,820,Other                    ,482.08
61460605,Focus Perform                           ,507,Some                     ,533.8
47004173,Something Performance                   ,836,Brother                  ,833.98
52342587,Floor Board                             ,808,Mother                   ,117.75
74416141,Agency Contain                          ,672,Send                     ,68.99
95030125,Natural Wait                            ,828,Conference               ,770.53
73100381,Mind Collection                         ,261,Well                     ,810.56
21728621,Type Condition                          ,812,State                    ,503.27
79595007,Value Center                            ,503,No                       ,296.46
42762519,They Threat                             ,561,Action                   ,241.62
76276758,Power Consider                          ,863,Receive                  ,959.53
52754779,Society Effect                          ,982,Order                    ,97.41
17390435,Movie See                               ,118,Local                    ,93.36
60587925,Two Action                              ,239,Third                    ,346.18
32384051,Girl Enjoy                              ,418,Cost                     ,232.64
58279859,Factor Possible                         ,711,Management               ,948.27
83093227,Activity Weight                         ,734,Buy                      ,669.05
29312274,Indicate What                           ,914,Act                      ,110.62
76297130,Challenge Establish                     ,754,Reach                    ,798.87
48612166,Your Financial                          ,262,Despite                  ,931.26
75798140,Page Sense                              ,996,Different                ,493.63
49246597,Civil Business                          ,803,Look                     ,869.49
41041033,Cost Return                             ,31,Community                ,306.88
65950613,Along Party                             ,453,Pass                     ,869.29
51942585,Together Scene                          ,709,Give                     ,907.41
53302108,Pass Member                             ,320,Hit                      ,359.57
71712198,Total Perform                           ,219,Maybe                    ,480.54
40689171,Friend Include                          ,272,Move                     ,484.62
86730223,Rather Back                             ,809,Against                  ,586.04
16130361,Else Nor                                ,495,Mean                     ,101.54
65271473,Whom Central                            ,500,With                     ,753.5
50723360,Scientist Fact                          ,238,Win                      ,404.72
45735044,Perhaps Run                             ,221,Role                     ,908.22
74044472,Respond Front                           ,78,Defense                  ,528.91
50075388,Election System                         ,277,Wonder                   ,168.01
53018567,Student Mother                          ,863,Effect                   ,614.22
46619834,Level Small                             ,881,Manage                   ,572.45
99884464,Item Contain                            ,789,Want                     ,890.81
37534419,Tell Or                                 ,393,Event                    ,41.38
99543572,Minute Culture                          ,401,Section                  ,765.53
42409378,Relationship Social                     ,136,Once                     ,561.04
46869846,Letter Threat                           ,355,Whom                     ,336.33
20939990,Institution Black                       ,168,Avoid                    ,623.25
47599119,Part Woman                              ,288,Notice                   ,705.24
44878588,Official Agency                         ,342,Certainly                ,620.24
61280581,Foreign Option                          ,434,Understand               ,236.16
97679977,Back Across                             ,80,Loss                     ,266.66
60008141,Short Try                               ,378,Wind                     ,887.42
53379798,Million Painting                        ,492,Only                     ,111.82
97321372,Candidate Tv                            ,504,Food                     ,827.08
81884676,Say Father                              ,42,City                     ,220.67
74706473,Wonder Media                            ,323,Method                   ,359.78
82795410,Form Article                            ,508,Of                       ,946.86
71482175,Grow Give                               ,559,Near                     ,236.21
85529588,Would Forget                            ,293,Carry                    ,340.72
63659086,Want Nothing                            ,417,According                ,418.66
55983429,Important About                         ,453,Real                     ,777.26
46796988,Toward Ground                           ,688,Federal                  ,972.22
22397340,Property Mrs                            ,878,About                    ,796.9
54313345,Back Finally                            ,157,Series                   ,392.59
18367779,Your Child                              ,335,You                      ,497.64
59581746,Mr Measure                              ,567,Sometimes                ,904.6
47236822,Occur Individual                        ,206,Money                    ,767.68
47696968,Really Either                           ,489,Doctor                   ,693.91
17210905,Check Make                              ,964,Name                     ,962.23
87701348,Treatment Include                       ,747,Player                   ,613.05
44507611,Cultural Season                         ,330,Visit                    ,12.57
10602777,Home Wrong                              ,298,House                    ,545.57
93400396,Expert Herself                          ,238,Outside                  ,873.08
61569206,Administration Stuff                    ,596,Fine                     ,201.83
67430947,Include Hot                             ,264,Authority                ,457.58
16604107,Sit Local                               ,980,Hair                     ,822.88
76184336,Skill Deal                              ,143,Four                     ,794.11
52534311,Vote Admit                              ,427,Idea                     ,899.15
91894978,Process Card                            ,680,Section                  ,209.61
55676374,Nice And                                ,786,Blood                    ,32.29
53495334,Music Wrong                             ,47,Thought                  ,157.86
64942116,Gun Raise                               ,196,Decide                   ,602.41
18110709,Surface Different                       ,522,Represent                ,943.35
60941088,Movement Song                           ,182,Through                  ,93.56
53172613,Point Run                               ,675,Most                     ,690.65
92159880,Speech Simple                           ,123,Stay                     ,679.99
11084232,Establish Someone                       ,250,Themselves               ,134.17
66715767,General Care                            ,403,Let                      ,631.36
55142027,Just Cut                                ,591,Hold                     ,422.07
27581894,Positive Its                            ,814,Usually                  ,998.69
73808581,Term Establish                          ,92,Church                   ,772.95
68993959,Deep Section                            ,834,Force                    ,284.01
79099192,Southern Water                          ,108,Pattern                  ,731.97
56504163,Whether Two                             ,111,Thank                    ,847.54
40641009,Business Field                          ,36,Structure                ,358.33
79104866,Environmental Democrat                  ,258,Ground                   ,561.61
62519186,Both Fine                               ,463,Suggest                  ,829.67
51929179,Property Officer                        ,832,Remember                 ,753.18
18519849,Sister Look                             ,109,Suggest                  ,730.18
63142944,Piece Evidence                          ,247,Station                  ,52.87
53511461,Actually Range                          ,587,Sell                     ,179.86
38625865,While Education                         ,877,Attack                   ,668.61
42073561,Whether Social                          ,956,Man                      ,562.79
92724839,Herself Air                             ,844,Very                     ,184.04
31460132,Read Quite                              ,46,Black                    ,752.16
15174374,Board Agency                            ,29,Add                      ,329.82
89079099,Hit Half                                ,726,Hundred                  ,762.09
46510337,Half Show                               ,124,Into                     ,779.18
77865094,Run Food                                ,98,By                       ,854.66
30437722,Rather Occur                            ,813,Western                  ,70.31
93154078,Man Process                             ,797,Attack                   ,420.4
81351095,News Staff                              ,58,Indicate                 ,522.14
37142562,Protect Institution                     ,89,Fast                     ,263.08
30373342,Race Scene                              ,894,Job                      ,200.84
47319600,Risk There                              ,753,Red                      ,916.74
94236008,Including Available                     ,584,Third                    ,507.29
37038899,Admit A                                 ,982,Turn                     ,794.66
25079883,Guy Newspaper                           ,385,Out                      ,291.65
37869932,Produce Adult                           ,932,Activity                 ,716.9
22743455,Participant Game                        ,237,Picture                  ,568.37
29112682,Yard Technology                         ,432,Later                    ,702.34
76826641,Himself Become                          ,837,Establish                ,732.46
86523256,After Sound                             ,556,What                     ,68.31
11813709,Question Open                           ,392,Dark                     ,584.52
35152704,Send Up                                 ,559,Market                   ,193.73
99796253,Age Just                                ,20,That                     ,608.63
53999606,Avoid Cut                               ,344,Provide                  ,983.86
80172554,Dog Account                             ,699,Over                     ,875.78
99412795,Sea Small                               ,597,Ok                       ,41.71
19853473,Customer Open                           ,423,Way                      ,779.27
94609819,Game Medical                            ,891,Probably                 ,278.28
46979195,Large Agree                             ,694,Cultural                 ,942.9
32954849,Cut Mention                             ,296,Race                     ,367.56
91421506,Any Design                              ,857,Marriage                 ,381.21
15748758,Natural Democrat                        ,820,National                 ,92.76
42475977,Production Already                      ,827,Of                       ,538.84
10463387,Total Start                             ,618,Paper                    ,413.04
34875030,Long Mean                               ,882,Worry                    ,622.97
66650061,Discuss Man                             ,228,Sit                      ,73.26
81950737,Appear Within                           ,40,Teacher                  ,226.26
17669829,Exactly Above                           ,109,Increase                 ,852.65
65864543,Business High                           ,832,Toward                   ,518.92
95384663,Huge Fine                               ,834,Here                     ,388.18
86757939,Theory White                            ,624,Thank                    ,97.32
52588105,Edge Because                            ,565,One                      ,476.38
54893590,Image Scientist                         ,198,Professor                ,296.03
65638454,Baby Country                            ,696,Nice                     ,792.01
33568196,Worker Job                              ,766,Support                  ,302.91
69627463,Glass Control                           ,161,Class                    ,685.41
37771184,Support Conference                      ,308,Court                    ,549.05
79951924,Candidate So                            ,106,Goal                     ,576.29
62285528,Itself Purpose                          ,607,Offer                    ,279.48
32670387,Almost Experience                       ,734,Speak                    ,553.57
35727176,Director Room                           ,461,Recent                   ,207.26
95124012,Vote Down                               ,260,Great                    ,845.42
37561347,Begin Understand                        ,18,Could                    ,703.54
34643264,Staff Magazine                          ,25,Win                      ,87.14
52271340,Town Next                               ,682,Weight                   ,82.57
77201860,Seven Or                                ,183,Investment               ,518.05
30689350,Crime Hit                               ,47,Some                     ,460.24
20736243,Standard Project                        ,371,Long                     ,117.12
82942771,Cell Add                                ,503,Of                       ,536.78
51816033,Song Major                              ,524,Be                       ,287.34
39446759,Trouble Start                           ,260,Arrive                   ,268.13
11080730,Understand Those                        ,411,Two                      ,425.41
88229230,Dinner Me                               ,461,Address                  ,858.31
99757293,Relationship Central                    ,247,Me                       ,791.83
30943933,Third Tree                              ,985,Live                     ,533.04
16450866,Everyone Skin                           ,892,Born                     ,70.96
32916382,Full Artist                             ,807,Trade                    ,420.88
23645846,First Director                          ,546,Foot                     ,788.4
28121787,Final Bill                              ,624,Major                    ,200.59
42046609,Practice State                          ,148,Another                  ,269.89
18232440,Be Base                                 ,835,Small                    ,844.51
59425576,Second Same                             ,80,War                      ,622.0
59573422,Seat Free                               ,253,Short                    ,456.29
81810182,Peace Environment                       ,20,Across                   ,412.81
22287157,Church Fact                             ,417,Someone                  ,58.64
44277245,Person Out                              ,540,Effort                   ,87.31
71712174,Role Matter                             ,590,Consumer                 ,856.8
65585563,Hospital List                           ,525,While                    ,227.95
21082851,Per Majority                            ,68,Else                     ,427.45
59280438,Member Star                             ,374,Space                    ,967.22
20524639,Mean Into                               ,798,Significant              ,336.62
25532016,Money Arrive                            ,367,Establish                ,900.76
59595577,Heart Picture                           ,202,Parent                   ,199.82
12792177,Role Sell                               ,769,Its                      ,26.89
12055103,Owner Voice                             ,162,Environment              ,629.11
66051599,Simple Bag                              ,551,Fire                     ,516.16
94651337,Us Design                               ,408,Cause                    ,264.51
32945426,Court Surface                           ,48,Fear                     ,726.1
39061638,Space Letter                            ,393,Whatever                 ,282.44
73340512,Similar For                             ,800,Kind                     ,397.04
75083775,Between Economy                         ,884,During                   ,452.42
21415398,All Single                              ,357,Type                     ,423.15
94040121,Model Read                              ,937,Everybody                ,517.32
42702944,Century Present                         ,872,Guess                    ,62.86
16963328,Green Anyone                            ,909,Stop                     ,31.29
75045549,Watch Election                          ,199,Always                   ,661.35
57722187,Official Enter                          ,997,Something                ,508.36
65831542,Everyone Among                          ,271,Security                 ,573.45
56021425,Hand Whole                              ,641,Support                  ,426.64
49141347,Nothing Bank                            ,226,Learn                    ,885.32
61532510,Somebody Name                           ,6,Clearly                  ,490.46
90213763,Eye Population                          ,364,East                     ,488.62
86552774,Capital Fill                            ,138,Less                     ,26.14
48754235,Mr Beat                                 ,751,Blue                     ,595.24
26251497,Whole Fill                              ,665,Seven                    ,791.16
82320820,Rest Can                                ,582,Full                     ,830.12
71508809,Morning Shake                           ,222,Type                     ,412.47
33152697,Most Lawyer                             ,303,Several                  ,856.91
86290375,However Consumer                        ,265,Into                     ,748.1
89676481,Whatever Follow                         ,804,Her                      ,322.0
85667589,Brother Sister                          ,491,Participant              ,740.63
27702940,His Group                               ,935,Large                    ,620.94
81021163,Instead Region                          ,847,Form                     ,255.9
89665234,Majority Plan                           ,203,Never                    ,111.08
25472676,Difficult Policy                        ,16,Rock                     ,523.26
94607666,Ready Truth                             ,183,Green                    ,689.12
49440066,Lot Any                                 ,456,Congress                 ,943.7
82216375,Difference Left                         ,537,White                    ,489.97
14849639,Provide Lead                            ,96,Along                    ,141.4
90533987,North Nearly                            ,732,Local                    ,602.53
72377007,Through Difference                      ,704,Throughout               ,691.29
26471248,Picture Low                             ,751,Girl                     ,213.44
94044538,Range Argue                             ,696,Item                     ,731.37
80930622,Mission She                             ,702,Cold                     ,901.93
53167879,Else Attention                          ,123,Because                  ,842.06
66971749,Ready Democratic                        ,45,Until                    ,49.21
94663008,Pretty This                             ,210,Knowledge                ,189.65
94082999,Indicate Nation                         ,392,Often                    ,618.13
32323462,Bank Technology                         ,750,Street                   ,986.63
78389684,Easy Short                              ,283,Energy                   ,97.03
67309245,Agency Authority                        ,379,Himself                  ,430.33
86047797,Party Even                              ,256,Republican               ,998.99
87921079,Difficult Trade                         ,346,How                      ,600.57
27783628,Dinner Realize                          ,62,Teach                    ,805.67
23187963,Break Market                            ,413,Believe                  ,581.75
30543181,Concern Not                             ,352,Player                   ,519.44
56202830,Believe Our                             ,881,Manager                  ,244.94
94836536,Population Effect                       ,809,Away                     ,764.31
63038174,Fine Air                                ,686,Much                     ,183.93
96491330,Team West                               ,964,Analysis                 ,82.44
84347972,Management Easy                         ,807,Pass                     ,516.14
48944393,Send Worry                              ,776,Spring                   ,231.89
85782640,Shake Actually                          ,735,Education                ,170.27
28255301,Behind Prepare                          ,755,Behind                   ,105.18
88911014,Production Whom                         ,509,College                  ,59.55
93497284,Glass Account                           ,143,Arm                      ,398.18
71951615,Difference Receive                      ,441,Throw                    ,289.6
18162378,View Film                               ,509,Interest                 ,577.51
24155735,Determine Cold                          ,106,Foot                     ,275.7
60927830,Significant Perhaps                     ,919,Send                     ,370.71
76371053,Similar Ask                             ,828,Hair                     ,907.02
76600657,Phone Trial                             ,773,Exist                    ,575.66
15932976,Specific Involve                        ,588,Physical                 ,885.86
79056401,Debate Last                             ,845,Business                 ,203.74
71447223,Price Lose                              ,420,Eye                      ,510.03
67559011,Service Relate                          ,883,Radio                    ,832.26
50065993,Population Dog                          ,566,Gas                      ,614.2
88246605,Offer Lay                               ,25,Especially               ,97.64
55711391,Someone Ahead                           ,654,Special                  ,108.23
29155907,Than Industry                           ,393,Box                      ,662.68
21681675,Take Miss                               ,442,Name                     ,410.67
48106574,Control Now                             ,279,That                     ,313.06
42450979,Stand Key                               ,76,Key                      ,622.55
84019395,Level Medical                           ,41,Course                   ,446.03
24652533,City Kid                                ,810,Picture                  ,603.93
75598687,Garden Be                               ,745,Physical                 ,623.8
80197911,Describe Community                      ,614,Try                      ,806.64
45044449,Appear Wrong                            ,902,Society                  ,218.52
22717070,Congress Push                           ,581,Process                  ,754.33
54454229,About Message                           ,851,Air                      ,776.9
39671786,Late Fight                              ,837,Worker                   ,743.36
22197785,Might Right                             ,149,Us                       ,230.11
54460939,Carry Medical                           ,827,More                     ,163.73
